Rewards,Steps,Epsilon
278.2060854860035,230,0.006172901409422056
180.00573503998987,560,0.006111172395327835
220.44462742102377,264,0.006050060671374557
238.5500473538593,218,0.005989560064660811
251.72505342380572,244,0.005929664464014203
265.0929135532232,238,0.005870367819374061
271.58683504236006,361,0.00581166414118032
219.42256456755922,373,0.005753547499768517
245.19668243643895,419,0.0056960120247708315
243.99799081523932,226,0.005639051904523123
245.16892611722363,278,0.005582661385477892
256.19880632447996,251,0.005526834771623113
242.4763136804217,233,0.005471566423906882
-20.916979581378158,283,0.005416850759667813
170.59983126795902,758,0.0053626822520711345
273.38215237024417,218,0.005309055429550423
-8.332777403683934,234,0.005255964875254919
241.00357127616496,262,0.00520340522650237
216.37025046847833,402,0.005151371174237347
230.64211362454705,322,0.005099857462494973
229.36955948157163,303,0.005048858887870023
115.77236174512964,1000,0.004998370298991322
-32.01124822186296,487,0.004948386596001409
-40.60468455473979,936,0.004898902730041395
184.09936906548057,576,0.004849913702740981
247.39603355137723,232,0.004801414565713571
238.16755679967886,372,0.0047534004200564355
254.45007856146515,361,0.004705866415855871
225.18603589440062,628,0.004658807751697312
201.18896111230634,592,0.004612219674180339
272.03527647203487,266,0.004566097477438536
212.64566757274218,557,0.00452043650266415
213.266335894754,575,0.004475232137637508
127.3643075274077,950,0.004430479816261133
211.66026360160419,547,0.004386175018098521
234.85787004718804,406,0.004342313267917536
158.58040676599205,502,0.00429889013523836
256.37289995550293,237,0.004255901233885977
276.16980579430276,245,0.004213342221547117
231.30145575635171,898,0.004171208799331645
-199.04956902185825,442,0.004129496711338328
-213.6050939883493,545,0.004088201744224945
11.097407181110484,210,0.004047319726782695
157.6982780161598,846,0.004006846529514868
204.93767891641068,444,0.00396677806421972
272.09235090992564,385,0.003927110283577523
161.4661226444236,753,0.0038878391807417477
257.1205633134281,265,0.00384896078893433
249.62106273755626,373,0.0038104711810449865
247.2801276395076,432,0.0037723664692345367
254.1060527666611,217,0.0037346428045421914
